NM_REGION,Date,QT_VOLUME_24HOUR,AM_PEAK_VOLUME,PM_PEAK_VOLUME,Location,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Region,Lat,Long
GLI,18/07/2016,4389101,552824,716767,Melbourne,17.7,0,52,75,68,Glen Iris,-37.86,145.0593
GLI,19/07/2016,4586113,557527,756521,Melbourne,16,0,20,79,68,Glen Iris,-37.86,145.0593
GLI,20/07/2016,4639080,547880,754430,Melbourne,16.1,1.8,17,97,76,Glen Iris,-37.86,145.0593
GLI,21/07/2016,4791420,542322,770617,Melbourne,18.1,1.8,50,100,65,Glen Iris,-37.86,145.0593
GLI,22/07/2016,4740881,523494,763870,Melbourne,18.3,7.8,59,76,73,Glen Iris,-37.86,145.0593
GLI,23/07/2016,4236563,217598,641552,Melbourne,11.6,2.8,44,59,65,Glen Iris,-37.86,145.0593
GLI,24/07/2016,3726213,155252,605149,Melbourne,11.4,0.8,48,76,64,Glen Iris,-37.86,145.0593
GLI,25/07/2016,4385041,521136,745116,Melbourne,14.3,0,59,72,51,Glen Iris,-37.86,145.0593
GLI,26/07/2016,4682613,563041,766535,Melbourne,11,4.8,46,68,60,Glen Iris,-37.86,145.0593
GLI,27/07/2016,4744934,556375,763387,Melbourne,12.9,0.4,37,92,50,Glen Iris,-37.86,145.0593
GLI,28/07/2016,4801788,550850,772266,Melbourne,15.2,0,37,73,52,Glen Iris,-37.86,145.0593
GLI,29/07/2016,4859607,537998,766399,Melbourne,15.3,0,31,76,67,Glen Iris,-37.86,145.0593
GLI,30/07/2016,4429911,236551,667188,Melbourne,13.8,2.4,59,85,74,Glen Iris,-37.86,145.0593
GLI,31/07/2016,3821272,149269,628341,Melbourne,17,2,52,86,39,Glen Iris,-37.86,145.0593
GRE,1/07/2016,4954436,534900,843125,Melbourne,14.1,6.4,28,89,61,Greensborough,-37.7044,145.1006
GRE,2/07/2016,4410153,231133,721661,Melbourne,16.5,0.2,28,77,58,Greensborough,-37.7044,145.1006
GRE,3/07/2016,3753439,126963,662801,Melbourne,16.7,0,41,76,57,Greensborough,-37.7044,145.1006
GRE,4/07/2016,4500383,537450,799565,Melbourne,12.7,0,31,69,64,Greensborough,-37.7044,145.1006
GRE,5/07/2016,4552412,531577,801734,Melbourne,12.8,0.6,28,87,91,Greensborough,-37.7044,145.1006
GRE,6/07/2016,4756581,548187,831509,Melbourne,13,22.6,37,87,84,Greensborough,-37.7044,145.1006
GRE,7/07/2016,4922501,546366,847127,Melbourne,13.7,3.8,31,97,80,Greensborough,-37.7044,145.1006
GRE,8/07/2016,5029711,528624,852070,Melbourne,15.3,0.8,20,90,65,Greensborough,-37.7044,145.1006
GRE,9/07/2016,4479413,226731,744074,Melbourne,15.2,0.2,13,100,60,Greensborough,-37.7044,145.1006
GRE,10/07/2016,3782913,130403,650307,Melbourne,14.2,0,59,97,80,Greensborough,-37.7044,145.1006
GRE,11/07/2016,4747747,571689,830101,Melbourne,16,3.6,59,67,57,Greensborough,-37.7044,145.1006
GRE,12/07/2016,4851310,612213,851799,Melbourne,13.7,0,63,58,51,Greensborough,-37.7044,145.1006
GRE,13/07/2016,4998120,604894,851858,Melbourne,12,0.4,43,67,55,Greensborough,-37.7044,145.1006
GRE,14/07/2016,5130450,610680,857803,Melbourne,14,1,43,68,52,Greensborough,-37.7044,145.1006
GRE,15/07/2016,5211581,580760,878639,Melbourne,14.1,0,20,64,63,Greensborough,-37.7044,145.1006
GRE,16/07/2016,4653592,241832,760630,Melbourne,13.7,0,17,70,57,Greensborough,-37.7044,145.1006
GRE,17/07/2016,3997898,136596,705851,Melbourne,16.1,0,56,77,45,Greensborough,-37.7044,145.1006
GRE,18/07/2016,4852628,604210,854686,Melbourne,17.7,0,52,75,68,Greensborough,-37.7044,145.1006
GRE,19/07/2016,5010911,612599,869506,Melbourne,16,0,20,79,68,Greensborough,-37.7044,145.1006
GRE,20/07/2016,5129848,613261,879816,Melbourne,16.1,1.8,17,97,76,Greensborough,-37.7044,145.1006
GRE,21/07/2016,5177301,596512,889876,Melbourne,18.1,1.8,50,100,65,Greensborough,-37.7044,145.1006
GRE,22/07/2016,5239358,582296,863623,Melbourne,18.3,7.8,59,76,73,Greensborough,-37.7044,145.1006
GRE,23/07/2016,4598131,223146,738169,Melbourne,11.6,2.8,44,59,65,Greensborough,-37.7044,145.1006
GRE,24/07/2016,3886730,132529,674761,Melbourne,11.4,0.8,48,76,64,Greensborough,-37.7044,145.1006
GRE,25/07/2016,4766481,570069,844621,Melbourne,14.3,0,59,72,51,Greensborough,-37.7044,145.1006
GRE,26/07/2016,4992568,614489,864425,Melbourne,11,4.8,46,68,60,Greensborough,-37.7044,145.1006
GRE,27/07/2016,5120248,617017,877991,Melbourne,12.9,0.4,37,92,50,Greensborough,-37.7044,145.1006
GRE,28/07/2016,5243492,618478,889501,Melbourne,15.2,0,37,73,52,Greensborough,-37.7044,145.1006
GRE,29/07/2016,5309481,600458,855236,Melbourne,15.3,0,31,76,67,Greensborough,-37.7044,145.1006
GRE,30/07/2016,4718898,243077,743176,Melbourne,13.8,2.4,59,85,74,Greensborough,-37.7044,145.1006
GRE,31/07/2016,4084029,133634,717890,Melbourne,17,2,52,86,39,Greensborough,-37.7044,145.1006
KEW,1/07/2016,3427186,359963,551363,Melbourne,14.1,6.4,28,89,61,Kew,-37.8074,145.0289
KEW,2/07/2016,2945832,146435,456131,Melbourne,16.5,0.2,28,77,58,Kew,-37.8074,145.0289
KEW,3/07/2016,2517667,89924,420824,Melbourne,16.7,0,41,76,57,Kew,-37.8074,145.0289
KEW,4/07/2016,3162016,367083,531588,Melbourne,12.7,0,31,69,64,Kew,-37.8074,145.0289
KEW,5/07/2016,3309676,362672,541891,Melbourne,12.8,0.6,28,87,91,Kew,-37.8074,145.0289
KEW,6/07/2016,3411689,371296,547958,Melbourne,13,22.6,37,87,84,Kew,-37.8074,145.0289
KEW,7/07/2016,3435144,376350,548459,Melbourne,13.7,3.8,31,97,80,Kew,-37.8074,145.0289
KEW,8/07/2016,3401439,351529,545557,Melbourne,15.3,0.8,20,90,65,Kew,-37.8074,145.0289
KEW,9/07/2016,2957802,138290,456869,Melbourne,15.2,0.2,13,100,60,Kew,-37.8074,145.0289
KEW,10/07/2016,2566995,88299,433371,Melbourne,14.2,0,59,97,80,Kew,-37.8074,145.0289
KEW,11/07/2016,3260776,375332,556075,Melbourne,16,3.6,59,67,57,Kew,-37.8074,145.0289
KEW,12/07/2016,3503779,421047,570059,Melbourne,13.7,0,63,58,51,Kew,-37.8074,145.0289
KEW,13/07/2016,3587751,416770,572844,Melbourne,12,0.4,43,67,55,Kew,-37.8074,145.0289
KEW,14/07/2016,3649799,421360,578284,Melbourne,14,1,43,68,52,Kew,-37.8074,145.0289
KEW,15/07/2016,3651521,404741,580965,Melbourne,14.1,0,20,64,63,Kew,-37.8074,145.0289
KEW,16/07/2016,3293565,163275,500340,Melbourne,13.7,0,17,70,57,Kew,-37.8074,145.0289
KEW,17/07/2016,2788649,105799,471156,Melbourne,16.1,0,56,77,45,Kew,-37.8074,145.0289
KEW,18/07/2016,3371380,402369,562625,Melbourne,17.7,0,52,75,68,Kew,-37.8074,145.0289
KEW,19/07/2016,3551452,420410,571609,Melbourne,16,0,20,79,68,Kew,-37.8074,145.0289
KEW,20/07/2016,3559355,415730,571681,Melbourne,16.1,1.8,17,97,76,Kew,-37.8074,145.0289
KEW,21/07/2016,3662886,412468,582751,Melbourne,18.1,1.8,50,100,65,Kew,-37.8074,145.0289
KEW,22/07/2016,3666786,406062,574491,Melbourne,18.3,7.8,59,76,73,Kew,-37.8074,145.0289
KEW,23/07/2016,3340092,160619,499975,Melbourne,11.6,2.8,44,59,65,Kew,-37.8074,145.0289
KEW,24/07/2016,2783591,99619,451742,Melbourne,11.4,0.8,48,76,64,Kew,-37.8074,145.0289
KEW,25/07/2016,3316409,398683,564372,Melbourne,14.3,0,59,72,51,Kew,-37.8074,145.0289
KEW,26/07/2016,3582153,422923,580158,Melbourne,11,4.8,46,68,60,Kew,-37.8074,145.0289
KEW,27/07/2016,3598367,417307,573009,Melbourne,12.9,0.4,37,92,50,Kew,-37.8074,145.0289
KEW,28/07/2016,3645048,416761,582290,Melbourne,15.2,0,37,73,52,Kew,-37.8074,145.0289
KEW,29/07/2016,3704468,412356,568058,Melbourne,15.3,0,31,76,67,Kew,-37.8074,145.0289
KEW,30/07/2016,3361497,168457,503030,Melbourne,13.8,2.4,59,85,74,Kew,-37.8074,145.0289
KEW,31/07/2016,2930130,101325,478728,Melbourne,17,2,52,86,39,Kew,-37.8074,145.0289
MC1,1/07/2016,4185533,399804,583875,Melbourne,14.1,6.4,28,89,61,Melbourne City 1,-37.8136,144.9631
MC1,2/07/2016,3719636,201246,479670,Melbourne,16.5,0.2,28,77,58,Melbourne City 1,-37.8136,144.9631
MC1,3/07/2016,3330825,153613,458788,Melbourne,16.7,0,41,76,57,Melbourne City 1,-37.8136,144.9631
MC1,4/07/2016,3709840,400269,555303,Melbourne,12.7,0,31,69,64,Melbourne City 1,-37.8136,144.9631
MC1,5/07/2016,3854824,392239,569610,Melbourne,12.8,0.6,28,87,91,Melbourne City 1,-37.8136,144.9631
MC1,6/07/2016,3939348,399881,570295,Melbourne,13,22.6,37,87,84,Melbourne City 1,-37.8136,144.9631
MC1,7/07/2016,4054015,404009,567783,Melbourne,13.7,3.8,31,97,80,Melbourne City 1,-37.8136,144.9631
MC1,8/07/2016,4216330,401054,572560,Melbourne,15.3,0.8,20,90,65,Melbourne City 1,-37.8136,144.9631
MC1,9/07/2016,3782667,200660,478327,Melbourne,15.2,0.2,13,100,60,Melbourne City 1,-37.8136,144.9631
MC1,10/07/2016,3286503,149926,462328,Melbourne,14.2,0,59,97,80,Melbourne City 1,-37.8136,144.9631
MC1,11/07/2016,3621688,378815,549589,Melbourne,16,3.6,59,67,57,Melbourne City 1,-37.8136,144.9631
MC1,12/07/2016,3908203,417446,572342,Melbourne,13.7,0,63,58,51,Melbourne City 1,-37.8136,144.9631
MC1,13/07/2016,3996268,417194,582555,Melbourne,12,0.4,43,67,55,Melbourne City 1,-37.8136,144.9631
MC1,14/07/2016,4104000,421794,587887,Melbourne,14,1,43,68,52,Melbourne City 1,-37.8136,144.9631
MC1,15/07/2016,4300215,409148,591190,Melbourne,14.1,0,20,64,63,Melbourne City 1,-37.8136,144.9631
MC1,16/07/2016,3871846,214806,500293,Melbourne,13.7,0,17,70,57,Melbourne City 1,-37.8136,144.9631
MC1,17/07/2016,3305681,151417,469432,Melbourne,16.1,0,56,77,45,Melbourne City 1,-37.8136,144.9631
MC1,18/07/2016,3652440,404973,560864,Melbourne,17.7,0,52,75,68,Melbourne City 1,-37.8136,144.9631
MC1,19/07/2016,3905882,415450,583979,Melbourne,16,0,20,79,68,Melbourne City 1,-37.8136,144.9631
MC1,20/07/2016,4008690,417482,584612,Melbourne,16.1,1.8,17,97,76,Melbourne City 1,-37.8136,144.9631
MC1,21/07/2016,4082845,412881,584304,Melbourne,18.1,1.8,50,100,65,Melbourne City 1,-37.8136,144.9631
MC1,22/07/2016,4312491,410049,591932,Melbourne,18.3,7.8,59,76,73,Melbourne City 1,-37.8136,144.9631
MC1,23/07/2016,3899958,207320,497478,Melbourne,11.6,2.8,44,59,65,Melbourne City 1,-37.8136,144.9631
MC1,24/07/2016,3467548,168089,476621,Melbourne,11.4,0.8,48,76,64,Melbourne City 1,-37.8136,144.9631
MC1,25/07/2016,3678458,386674,564941,Melbourne,14.3,0,59,72,51,Melbourne City 1,-37.8136,144.9631
MC1,26/07/2016,3968686,414878,582224,Melbourne,11,4.8,46,68,60,Melbourne City 1,-37.8136,144.9631
MC1,27/07/2016,4045339,417572,597711,Melbourne,12.9,0.4,37,92,50,Melbourne City 1,-37.8136,144.9631
MC1,28/07/2016,4138882,418962,593738,Melbourne,15.2,0,37,73,52,Melbourne City 1,-37.8136,144.9631
MC1,29/07/2016,4377659,418135,586689,Melbourne,15.3,0,31,76,67,Melbourne City 1,-37.8136,144.9631
MC1,30/07/2016,3863055,217282,476043,Melbourne,13.8,2.4,59,85,74,Melbourne City 1,-37.8136,144.9631
MC1,31/07/2016,3352520,153947,473040,Melbourne,17,2,52,86,39,Melbourne City 1,-37.8136,144.9631
MC2,1/07/2016,4402875,462945,648326,Melbourne,14.1,6.4,28,89,61,Melbourne City 2,-37.8136,144.9631
MC2,2/07/2016,3961537,218687,527725,Melbourne,16.5,0.2,28,77,58,Melbourne City 2,-37.8136,144.9631
MC2,3/07/2016,3497167,143404,507459,Melbourne,16.7,0,41,76,57,Melbourne City 2,-37.8136,144.9631
MC2,4/07/2016,3949300,463725,615571,Melbourne,12.7,0,31,69,64,Melbourne City 2,-37.8136,144.9631
MC2,5/07/2016,4002108,446427,620878,Melbourne,12.8,0.6,28,87,91,Melbourne City 2,-37.8136,144.9631
MC2,6/07/2016,4238941,471140,634580,Melbourne,13,22.6,37,87,84,Melbourne City 2,-37.8136,144.9631
MC2,7/07/2016,4268538,462919,638573,Melbourne,13.7,3.8,31,97,80,Melbourne City 2,-37.8136,144.9631
MC2,8/07/2016,4429203,466106,642087,Melbourne,15.3,0.8,20,90,65,Melbourne City 2,-37.8136,144.9631
MC2,9/07/2016,4046014,220260,549628,Melbourne,15.2,0.2,13,100,60,Melbourne City 2,-37.8136,144.9631
MC2,10/07/2016,3403878,141689,507840,Melbourne,14.2,0,59,97,80,Melbourne City 2,-37.8136,144.9631
MC2,11/07/2016,3932354,447952,628236,Melbourne,16,3.6,59,67,57,Melbourne City 2,-37.8136,144.9631
MC2,12/07/2016,4178593,490185,636694,Melbourne,13.7,0,63,58,51,Melbourne City 2,-37.8136,144.9631
MC2,13/07/2016,4246089,482299,638295,Melbourne,12,0.4,43,67,55,Melbourne City 2,-37.8136,144.9631
MC2,14/07/2016,4353992,489528,646991,Melbourne,14,1,43,68,52,Melbourne City 2,-37.8136,144.9631
MC2,15/07/2016,4516170,483096,661121,Melbourne,14.1,0,20,64,63,Melbourne City 2,-37.8136,144.9631
MC2,16/07/2016,4092148,227783,545532,Melbourne,13.7,0,17,70,57,Melbourne City 2,-37.8136,144.9631
MC2,17/07/2016,3595336,159707,540062,Melbourne,16.1,0,56,77,45,Melbourne City 2,-37.8136,144.9631
MC2,18/07/2016,4007688,476976,636104,Melbourne,17.7,0,52,75,68,Melbourne City 2,-37.8136,144.9631
MC2,19/07/2016,4175685,490068,632788,Melbourne,16,0,20,79,68,Melbourne City 2,-37.8136,144.9631
MC2,20/07/2016,4260257,482955,640012,Melbourne,16.1,1.8,17,97,76,Melbourne City 2,-37.8136,144.9631
MC2,21/07/2016,4319283,477804,640503,Melbourne,18.1,1.8,50,100,65,Melbourne City 2,-37.8136,144.9631
MC2,22/07/2016,4448486,465159,640928,Melbourne,18.3,7.8,59,76,73,Melbourne City 2,-37.8136,144.9631
MC2,23/07/2016,4112737,218087,542261,Melbourne,11.6,2.8,44,59,65,Melbourne City 2,-37.8136,144.9631
MC2,24/07/2016,3648485,181377,521319,Melbourne,11.4,0.8,48,76,64,Melbourne City 2,-37.8136,144.9631
MC2,25/07/2016,3933505,456780,631482,Melbourne,14.3,0,59,72,51,Melbourne City 2,-37.8136,144.9631
MC2,26/07/2016,4224592,490045,646868,Melbourne,11,4.8,46,68,60,Melbourne City 2,-37.8136,144.9631
MC2,27/07/2016,4295323,484391,649292,Melbourne,12.9,0.4,37,92,50,Melbourne City 2,-37.8136,144.9631
MC2,28/07/2016,4392690,483563,653096,Melbourne,15.2,0,37,73,52,Melbourne City 2,-37.8136,144.9631
MC2,29/07/2016,4579613,488544,643528,Melbourne,15.3,0,31,76,67,Melbourne City 2,-37.8136,144.9631
MC2,30/07/2016,4192436,230570,545577,Melbourne,13.8,2.4,59,85,74,Melbourne City 2,-37.8136,144.9631
MC2,31/07/2016,3594172,151548,539056,Melbourne,17,2,52,86,39,Melbourne City 2,-37.8136,144.9631
MC3,1/07/2016,529920,59527,83556,Melbourne,14.1,6.4,28,89,61,Melbourne City 3,-37.8136,144.9631
MC3,2/07/2016,388471,24465,52561,Melbourne,16.5,0.2,28,77,58,Melbourne City 3,-37.8136,144.9631
MC3,3/07/2016,336162,17402,51959,Melbourne,16.7,0,41,76,57,Melbourne City 3,-37.8136,144.9631
MC3,4/07/2016,463597,57606,78012,Melbourne,12.7,0,31,69,64,Melbourne City 3,-37.8136,144.9631
MC3,5/07/2016,497079,57548,81735,Melbourne,12.8,0.6,28,87,91,Melbourne City 3,-37.8136,144.9631
MC3,6/07/2016,509353,57896,80760,Melbourne,13,22.6,37,87,84,Melbourne City 3,-37.8136,144.9631
MC3,7/07/2016,512924,60585,82906,Melbourne,13.7,3.8,31,97,80,Melbourne City 3,-37.8136,144.9631
MC3,8/07/2016,565773,58068,86144,Melbourne,15.3,0.8,20,90,65,Melbourne City 3,-37.8136,144.9631
MC3,9/07/2016,465632,27948,66060,Melbourne,15.2,0.2,13,100,60,Melbourne City 3,-37.8136,144.9631
MC3,10/07/2016,363605,14825,60714,Melbourne,14.2,0,59,97,80,Melbourne City 3,-37.8136,144.9631
MC3,11/07/2016,447831,51495,76023,Melbourne,16,3.6,59,67,57,Melbourne City 3,-37.8136,144.9631
MC3,12/07/2016,493710,62159,82409,Melbourne,13.7,0,63,58,51,Melbourne City 3,-37.8136,144.9631
MC3,13/07/2016,507193,59453,83658,Melbourne,12,0.4,43,67,55,Melbourne City 3,-37.8136,144.9631
MC3,14/07/2016,517378,60266,84291,Melbourne,14,1,43,68,52,Melbourne City 3,-37.8136,144.9631
MC3,15/07/2016,537411,58902,84336,Melbourne,14.1,0,20,64,63,Melbourne City 3,-37.8136,144.9631
MC3,16/07/2016,431302,26843,63105,Melbourne,13.7,0,17,70,57,Melbourne City 3,-37.8136,144.9631
MC3,17/07/2016,371027,18266,55933,Melbourne,16.1,0,56,77,45,Melbourne City 3,-37.8136,144.9631
MC3,18/07/2016,468667,60711,78685,Melbourne,17.7,0,52,75,68,Melbourne City 3,-37.8136,144.9631
MC3,19/07/2016,495479,60237,83471,Melbourne,16,0,20,79,68,Melbourne City 3,-37.8136,144.9631
MC3,20/07/2016,498646,60159,80704,Melbourne,16.1,1.8,17,97,76,Melbourne City 3,-37.8136,144.9631
MC3,21/07/2016,534940,63313,83544,Melbourne,18.1,1.8,50,100,65,Melbourne City 3,-37.8136,144.9631
MC3,22/07/2016,607664,63287,87719,Melbourne,18.3,7.8,59,76,73,Melbourne City 3,-37.8136,144.9631
MC3,23/07/2016,458086,25566,64884,Melbourne,11.6,2.8,44,59,65,Melbourne City 3,-37.8136,144.9631
MC3,24/07/2016,398255,19228,60274,Melbourne,11.4,0.8,48,76,64,Melbourne City 3,-37.8136,144.9631
MC3,25/07/2016,486501,57931,76754,Melbourne,14.3,0,59,72,51,Melbourne City 3,-37.8136,144.9631
MC3,26/07/2016,529852,63640,81570,Melbourne,11,4.8,46,68,60,Melbourne City 3,-37.8136,144.9631
MC3,27/07/2016,539123,65556,82912,Melbourne,12.9,0.4,37,92,50,Melbourne City 3,-37.8136,144.9631
MC3,28/07/2016,564440,66413,84493,Melbourne,15.2,0,37,73,52,Melbourne City 3,-37.8136,144.9631
MC3,29/07/2016,597422,67305,86019,Melbourne,15.3,0,31,76,67,Melbourne City 3,-37.8136,144.9631
MC3,30/07/2016,496929,31890,62251,Melbourne,13.8,2.4,59,85,74,Melbourne City 3,-37.8136,144.9631
MC3,31/07/2016,364460,19948,51505,Melbourne,17,2,52,86,39,Melbourne City 3,-37.8136,144.9631
MEN,1/07/2016,5170109,572598,898281,Melbourne,14.1,6.4,28,89,61,Mentone,-37.9812,145.0648
MEN,2/07/2016,4156801,210659,694289,Melbourne,16.5,0.2,28,77,58,Mentone,-37.9812,145.0648
MEN,3/07/2016,3498935,115046,631733,Melbourne,16.7,0,41,76,57,Mentone,-37.9812,145.0648
MEN,4/07/2016,4722261,578585,862627,Melbourne,12.7,0,31,69,64,Mentone,-37.9812,145.0648
MEN,5/07/2016,4763759,554362,873777,Melbourne,12.8,0.6,28,87,91,Mentone,-37.9812,145.0648
MEN,6/07/2016,4962230,587225,891466,Melbourne,13,22.6,37,87,84,Mentone,-37.9812,145.0648
MEN,7/07/2016,5081482,591917,901111,Melbourne,13.7,3.8,31,97,80,Mentone,-37.9812,145.0648
MEN,8/07/2016,5199171,569191,901429,Melbourne,15.3,0.8,20,90,65,Mentone,-37.9812,145.0648
MEN,9/07/2016,4365670,217419,733116,Melbourne,15.2,0.2,13,100,60,Mentone,-37.9812,145.0648
MEN,10/07/2016,3582940,121307,631888,Melbourne,14.2,0,59,97,80,Mentone,-37.9812,145.0648
MEN,11/07/2016,4915186,596610,892643,Melbourne,16,3.6,59,67,57,Mentone,-37.9812,145.0648
MEN,12/07/2016,5033110,639324,898195,Melbourne,13.7,0,63,58,51,Mentone,-37.9812,145.0648
MEN,13/07/2016,5161056,635083,910997,Melbourne,12,0.4,43,67,55,Mentone,-37.9812,145.0648
MEN,14/07/2016,5365118,653786,930235,Melbourne,14,1,43,68,52,Mentone,-37.9812,145.0648
MEN,15/07/2016,5452109,627968,938479,Melbourne,14.1,0,20,64,63,Mentone,-37.9812,145.0648
MEN,16/07/2016,4606794,231154,755397,Melbourne,13.7,0,17,70,57,Mentone,-37.9812,145.0648
MEN,17/07/2016,3929215,135114,710391,Melbourne,16.1,0,56,77,45,Mentone,-37.9812,145.0648
MEN,18/07/2016,5011509,633016,908715,Melbourne,17.7,0,52,75,68,Mentone,-37.9812,145.0648
MEN,19/07/2016,5170646,658341,913773,Melbourne,16,0,20,79,68,Mentone,-37.9812,145.0648
MEN,20/07/2016,5250375,647224,923472,Melbourne,16.1,1.8,17,97,76,Mentone,-37.9812,145.0648
MEN,21/07/2016,5312972,646156,932122,Melbourne,18.1,1.8,50,100,65,Mentone,-37.9812,145.0648
MEN,22/07/2016,5335954,609530,920346,Melbourne,18.3,7.8,59,76,73,Mentone,-37.9812,145.0648
MEN,23/07/2016,4578467,218241,739958,Melbourne,11.6,2.8,44,59,65,Mentone,-37.9812,145.0648
MEN,24/07/2016,3830190,132969,679326,Melbourne,11.4,0.8,48,76,64,Mentone,-37.9812,145.0648
MEN,25/07/2016,4948529,628074,905375,Melbourne,14.3,0,59,72,51,Mentone,-37.9812,145.0648
MEN,26/07/2016,5222729,670184,929241,Melbourne,11,4.8,46,68,60,Mentone,-37.9812,145.0648
MEN,27/07/2016,5267217,654443,934413,Melbourne,12.9,0.4,37,92,50,Mentone,-37.9812,145.0648
MEN,28/07/2016,5393289,663410,943545,Melbourne,15.2,0,37,73,52,Mentone,-37.9812,145.0648
MEN,29/07/2016,5484659,635742,924344,Melbourne,15.3,0,31,76,67,Mentone,-37.9812,145.0648
MEN,30/07/2016,4624729,227043,748863,Melbourne,13.8,2.4,59,85,74,Mentone,-37.9812,145.0648
MEN,31/07/2016,3936389,127427,717384,Melbourne,17,2,52,86,39,Mentone,-37.9812,145.0648
MNP,1/07/2016,3104585,311802,476141,Melbourne,14.1,6.4,28,89,61,Moonee Ponds,-37.7665,144.9196
MNP,2/07/2016,2845070,155686,427206,Melbourne,16.5,0.2,28,77,58,Moonee Ponds,-37.7665,144.9196
MNP,3/07/2016,2496860,104698,402013,Melbourne,16.7,0,41,76,57,Moonee Ponds,-37.7665,144.9196
MNP,4/07/2016,2885849,315684,467216,Melbourne,12.7,0,31,69,64,Moonee Ponds,-37.7665,144.9196
MNP,5/07/2016,2882381,309920,463161,Melbourne,12.8,0.6,28,87,91,Moonee Ponds,-37.7665,144.9196
MNP,6/07/2016,3004473,325756,472500,Melbourne,13,22.6,37,87,84,Moonee Ponds,-37.7665,144.9196
