NM_REGION,Date,QT_VOLUME_24HOUR,AM_PEAK_VOLUME,PM_PEAK_VOLUME,Location,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Region,Lat,Long
MNP,7/07/2016,3062232,319739,474215,Melbourne,13.7,3.8,31,97,80,Moonee Ponds,-37.7665,144.9196
MNP,8/07/2016,3130170,309724,475921,Melbourne,15.3,0.8,20,90,65,Moonee Ponds,-37.7665,144.9196
MNP,9/07/2016,2939755,156839,437670,Melbourne,15.2,0.2,13,100,60,Moonee Ponds,-37.7665,144.9196
MNP,10/07/2016,2499528,105441,396476,Melbourne,14.2,0,59,97,80,Moonee Ponds,-37.7665,144.9196
MNP,11/07/2016,2863931,318156,468534,Melbourne,16,3.6,59,67,57,Moonee Ponds,-37.7665,144.9196
MNP,12/07/2016,2948646,343743,475016,Melbourne,13.7,0,63,58,51,Moonee Ponds,-37.7665,144.9196
MNP,13/07/2016,3024474,337483,485490,Melbourne,12,0.4,43,67,55,Moonee Ponds,-37.7665,144.9196
MNP,14/07/2016,3108578,339894,483607,Melbourne,14,1,43,68,52,Moonee Ponds,-37.7665,144.9196
MNP,15/07/2016,3177142,326753,492124,Melbourne,14.1,0,20,64,63,Moonee Ponds,-37.7665,144.9196
MNP,16/07/2016,3016235,160579,439540,Melbourne,13.7,0,17,70,57,Moonee Ponds,-37.7665,144.9196
MNP,17/07/2016,2641373,111764,428379,Melbourne,16.1,0,56,77,45,Moonee Ponds,-37.7665,144.9196
MNP,18/07/2016,2886267,334184,472301,Melbourne,17.7,0,52,75,68,Moonee Ponds,-37.7665,144.9196
MNP,19/07/2016,2979639,338957,481965,Melbourne,16,0,20,79,68,Moonee Ponds,-37.7665,144.9196
MNP,20/07/2016,3044435,340307,481342,Melbourne,16.1,1.8,17,97,76,Moonee Ponds,-37.7665,144.9196
MNP,21/07/2016,3120574,336804,486090,Melbourne,18.1,1.8,50,100,65,Moonee Ponds,-37.7665,144.9196
MNP,22/07/2016,3193297,329305,483513,Melbourne,18.3,7.8,59,76,73,Moonee Ponds,-37.7665,144.9196
MNP,23/07/2016,2981817,158241,435235,Melbourne,11.6,2.8,44,59,65,Moonee Ponds,-37.7665,144.9196
MNP,24/07/2016,2580803,105976,412873,Melbourne,11.4,0.8,48,76,64,Moonee Ponds,-37.7665,144.9196
MNP,25/07/2016,2877155,323966,474420,Melbourne,14.3,0,59,72,51,Moonee Ponds,-37.7665,144.9196
MNP,26/07/2016,3012213,344163,482047,Melbourne,11,4.8,46,68,60,Moonee Ponds,-37.7665,144.9196
MNP,27/07/2016,3045797,341049,479050,Melbourne,12.9,0.4,37,92,50,Moonee Ponds,-37.7665,144.9196
MNP,28/07/2016,3117095,340831,482489,Melbourne,15.2,0,37,73,52,Moonee Ponds,-37.7665,144.9196
MNP,29/07/2016,3175986,332086,477738,Melbourne,15.3,0,31,76,67,Moonee Ponds,-37.7665,144.9196
MNP,30/07/2016,2946050,159301,420958,Melbourne,13.8,2.4,59,85,74,Moonee Ponds,-37.7665,144.9196
MNP,31/07/2016,2624354,107128,418129,Melbourne,17,2,52,86,39,Moonee Ponds,-37.7665,144.9196
PR2,1/07/2016,3346400,350805,557737,Melbourne,14.1,6.4,28,89,61,Preston 2,-37.7431,145.0081
PR2,2/07/2016,2837479,157542,434142,Melbourne,16.5,0.2,28,77,58,Preston 2,-37.7431,145.0081
PR2,3/07/2016,2398869,89138,392172,Melbourne,16.7,0,41,76,57,Preston 2,-37.7431,145.0081
PR2,4/07/2016,3086035,346290,538395,Melbourne,12.7,0,31,69,64,Preston 2,-37.7431,145.0081
PR2,5/07/2016,3086367,338705,535778,Melbourne,12.8,0.6,28,87,91,Preston 2,-37.7431,145.0081
PR2,6/07/2016,3235446,362671,551981,Melbourne,13,22.6,37,87,84,Preston 2,-37.7431,145.0081
PR2,7/07/2016,3310931,351450,566762,Melbourne,13.7,3.8,31,97,80,Preston 2,-37.7431,145.0081
PR2,8/07/2016,3385281,346413,563258,Melbourne,15.3,0.8,20,90,65,Preston 2,-37.7431,145.0081
PR2,9/07/2016,2875833,154890,435553,Melbourne,15.2,0.2,13,100,60,Preston 2,-37.7431,145.0081
PR2,10/07/2016,2317222,84732,370175,Melbourne,14.2,0,59,97,80,Preston 2,-37.7431,145.0081
PR2,11/07/2016,3108712,349238,541848,Melbourne,16,3.6,59,67,57,Preston 2,-37.7431,145.0081
PR2,12/07/2016,3184460,376399,552456,Melbourne,13.7,0,63,58,51,Preston 2,-37.7431,145.0081
PR2,13/07/2016,3290601,371499,570767,Melbourne,12,0.4,43,67,55,Preston 2,-37.7431,145.0081
PR2,14/07/2016,3415645,380990,584126,Melbourne,14,1,43,68,52,Preston 2,-37.7431,145.0081
PR2,15/07/2016,3506859,370579,575787,Melbourne,14.1,0,20,64,63,Preston 2,-37.7431,145.0081
PR2,16/07/2016,2935962,159070,435722,Melbourne,13.7,0,17,70,57,Preston 2,-37.7431,145.0081
PR2,17/07/2016,2456249,87342,397513,Melbourne,16.1,0,56,77,45,Preston 2,-37.7431,145.0081
PR2,18/07/2016,3214463,371381,562166,Melbourne,17.7,0,52,75,68,Preston 2,-37.7431,145.0081
PR2,19/07/2016,3300868,381768,571108,Melbourne,16,0,20,79,68,Preston 2,-37.7431,145.0081
PR2,20/07/2016,3364515,382695,571142,Melbourne,16.1,1.8,17,97,76,Preston 2,-37.7431,145.0081
PR2,21/07/2016,3446873,380605,582157,Melbourne,18.1,1.8,50,100,65,Preston 2,-37.7431,145.0081
PR2,22/07/2016,3459099,357017,566829,Melbourne,18.3,7.8,59,76,73,Preston 2,-37.7431,145.0081
PR2,23/07/2016,2890604,152131,422324,Melbourne,11.6,2.8,44,59,65,Preston 2,-37.7431,145.0081
PR2,24/07/2016,2422351,88941,392474,Melbourne,11.4,0.8,48,76,64,Preston 2,-37.7431,145.0081
PR2,25/07/2016,3159116,358142,551194,Melbourne,14.3,0,59,72,51,Preston 2,-37.7431,145.0081
PR2,26/07/2016,3262532,383142,563496,Melbourne,11,4.8,46,68,60,Preston 2,-37.7431,145.0081
PR2,27/07/2016,3308730,381449,568189,Melbourne,12.9,0.4,37,92,50,Preston 2,-37.7431,145.0081
PR2,28/07/2016,3404666,381389,576028,Melbourne,15.2,0,37,73,52,Preston 2,-37.7431,145.0081
PR2,29/07/2016,3464441,371711,554528,Melbourne,15.3,0,31,76,67,Preston 2,-37.7431,145.0081
PR2,30/07/2016,2897718,161496,421395,Melbourne,13.8,2.4,59,85,74,Preston 2,-37.7431,145.0081
PR2,31/07/2016,2470286,85664,403645,Melbourne,17,2,52,86,39,Preston 2,-37.7431,145.0081
PRS,1/07/2016,3856985,399755,609769,Melbourne,14.1,6.4,28,89,61,Preston,-37.7431,145.0081
PRS,2/07/2016,3393407,191968,511145,Melbourne,16.5,0.2,28,77,58,Preston,-37.7431,145.0081
PRS,3/07/2016,2893787,113119,476095,Melbourne,16.7,0,41,76,57,Preston,-37.7431,145.0081
PRS,4/07/2016,3490655,392768,587021,Melbourne,12.7,0,31,69,64,Preston,-37.7431,145.0081
PRS,5/07/2016,3532675,387080,588014,Melbourne,12.8,0.6,28,87,91,Preston,-37.7431,145.0081
PRS,6/07/2016,3709972,410762,603874,Melbourne,13,22.6,37,87,84,Preston,-37.7431,145.0081
PRS,7/07/2016,3800414,404327,612006,Melbourne,13.7,3.8,31,97,80,Preston,-37.7431,145.0081
PRS,8/07/2016,3866900,395416,605467,Melbourne,15.3,0.8,20,90,65,Preston,-37.7431,145.0081
PRS,9/07/2016,3471099,184121,520331,Melbourne,15.2,0.2,13,100,60,Preston,-37.7431,145.0081
PRS,10/07/2016,2899029,113798,471193,Melbourne,14.2,0,59,97,80,Preston,-37.7431,145.0081
PRS,11/07/2016,3541215,402988,587091,Melbourne,16,3.6,59,67,57,Preston,-37.7431,145.0081
PRS,12/07/2016,3625072,432090,594280,Melbourne,13.7,0,63,58,51,Preston,-37.7431,145.0081
PRS,13/07/2016,3774009,423728,612376,Melbourne,12,0.4,43,67,55,Preston,-37.7431,145.0081
PRS,14/07/2016,3924578,442463,626819,Melbourne,14,1,43,68,52,Preston,-37.7431,145.0081
PRS,15/07/2016,3983861,428550,620034,Melbourne,14.1,0,20,64,63,Preston,-37.7431,145.0081
PRS,16/07/2016,3555065,189627,530871,Melbourne,13.7,0,17,70,57,Preston,-37.7431,145.0081
PRS,17/07/2016,3045745,121216,503054,Melbourne,16.1,0,56,77,45,Preston,-37.7431,145.0081
PRS,18/07/2016,3594903,428080,601933,Melbourne,17.7,0,52,75,68,Preston,-37.7431,145.0081
PRS,19/07/2016,3741500,441593,611142,Melbourne,16,0,20,79,68,Preston,-37.7431,145.0081
PRS,20/07/2016,3833425,437834,618273,Melbourne,16.1,1.8,17,97,76,Preston,-37.7431,145.0081
PRS,21/07/2016,3889960,433844,625661,Melbourne,18.1,1.8,50,100,65,Preston,-37.7431,145.0081
PRS,22/07/2016,3962166,418372,615320,Melbourne,18.3,7.8,59,76,73,Preston,-37.7431,145.0081
PRS,23/07/2016,3551366,186252,521911,Melbourne,11.6,2.8,44,59,65,Preston,-37.7431,145.0081
PRS,24/07/2016,2984010,120192,480697,Melbourne,11.4,0.8,48,76,64,Preston,-37.7431,145.0081
PRS,25/07/2016,3606393,416605,610835,Melbourne,14.3,0,59,72,51,Preston,-37.7431,145.0081
PRS,26/07/2016,3724196,442544,613330,Melbourne,11,4.8,46,68,60,Preston,-37.7431,145.0081
PRS,27/07/2016,3831363,436934,622787,Melbourne,12.9,0.4,37,92,50,Preston,-37.7431,145.0081
PRS,28/07/2016,3953704,445203,631817,Melbourne,15.2,0,37,73,52,Preston,-37.7431,145.0081
PRS,29/07/2016,4021681,433713,612521,Melbourne,15.3,0,31,76,67,Preston,-37.7431,145.0081
PRS,30/07/2016,3617303,197481,526776,Melbourne,13.8,2.4,59,85,74,Preston,-37.7431,145.0081
PRS,31/07/2016,3094002,116861,506636,Melbourne,17,2,52,86,39,Preston,-37.7431,145.0081
SK1,1/07/2016,3430393,327940,516889,Melbourne,14.1,6.4,28,89,61,St Kilda 1,-37.864,144.982
SK1,2/07/2016,3108163,161350,424774,Melbourne,16.5,0.2,28,77,58,St Kilda 1,-37.864,144.982
SK1,3/07/2016,2712968,106036,400871,Melbourne,16.7,0,41,76,57,St Kilda 1,-37.864,144.982
SK1,4/07/2016,3101600,337268,487246,Melbourne,12.7,0,31,69,64,St Kilda 1,-37.864,144.982
SK1,5/07/2016,3133610,324163,493981,Melbourne,12.8,0.6,28,87,91,St Kilda 1,-37.864,144.982
SK1,6/07/2016,3232188,332184,500683,Melbourne,13,22.6,37,87,84,St Kilda 1,-37.864,144.982
SK1,7/07/2016,3301123,329207,499018,Melbourne,13.7,3.8,31,97,80,St Kilda 1,-37.864,144.982
SK1,8/07/2016,3434147,332125,514939,Melbourne,15.3,0.8,20,90,65,St Kilda 1,-37.864,144.982
SK1,9/07/2016,3199212,159605,442279,Melbourne,15.2,0.2,13,100,60,St Kilda 1,-37.864,144.982
SK1,10/07/2016,2719733,109390,391906,Melbourne,14.2,0,59,97,80,St Kilda 1,-37.864,144.982
SK1,11/07/2016,3253375,346401,504789,Melbourne,16,3.6,59,67,57,St Kilda 1,-37.864,144.982
SK1,12/07/2016,3485639,381305,524413,Melbourne,13.7,0,63,58,51,St Kilda 1,-37.864,144.982
SK1,13/07/2016,3551218,371985,533927,Melbourne,12,0.4,43,67,55,St Kilda 1,-37.864,144.982
SK1,14/07/2016,3597395,377448,535015,Melbourne,14,1,43,68,52,St Kilda 1,-37.864,144.982
SK1,15/07/2016,3576023,358703,524648,Melbourne,14.1,0,20,64,63,St Kilda 1,-37.864,144.982
SK1,16/07/2016,3368345,169504,459065,Melbourne,13.7,0,17,70,57,St Kilda 1,-37.864,144.982
SK1,17/07/2016,2928186,121984,430288,Melbourne,16.1,0,56,77,45,St Kilda 1,-37.864,144.982
SK1,18/07/2016,3275976,370776,508379,Melbourne,17.7,0,52,75,68,St Kilda 1,-37.864,144.982
SK1,19/07/2016,3380244,373251,527554,Melbourne,16,0,20,79,68,St Kilda 1,-37.864,144.982
SK1,20/07/2016,3445237,361541,526409,Melbourne,16.1,1.8,17,97,76,St Kilda 1,-37.864,144.982
SK1,21/07/2016,3575357,362837,537698,Melbourne,18.1,1.8,50,100,65,St Kilda 1,-37.864,144.982
SK1,22/07/2016,3598679,350974,524104,Melbourne,18.3,7.8,59,76,73,St Kilda 1,-37.864,144.982
SK1,23/07/2016,3365910,179358,445933,Melbourne,11.6,2.8,44,59,65,St Kilda 1,-37.864,144.982
SK1,24/07/2016,2895123,120189,419036,Melbourne,11.4,0.8,48,76,64,St Kilda 1,-37.864,144.982
SK1,25/07/2016,3297822,353027,523793,Melbourne,14.3,0,59,72,51,St Kilda 1,-37.864,144.982
SK1,26/07/2016,3534825,389856,536385,Melbourne,11,4.8,46,68,60,St Kilda 1,-37.864,144.982
SK1,27/07/2016,3513095,367976,533681,Melbourne,12.9,0.4,37,92,50,St Kilda 1,-37.864,144.982
SK1,28/07/2016,3598700,378531,538283,Melbourne,15.2,0,37,73,52,St Kilda 1,-37.864,144.982
SK1,29/07/2016,3652977,374852,524574,Melbourne,15.3,0,31,76,67,St Kilda 1,-37.864,144.982
SK1,30/07/2016,3428721,173196,459004,Melbourne,13.8,2.4,59,85,74,St Kilda 1,-37.864,144.982
SK1,31/07/2016,2935482,112866,446437,Melbourne,17,2,52,86,39,St Kilda 1,-37.864,144.982
SK2,1/07/2016,4562430,528532,730128,Melbourne,14.1,6.4,28,89,61,St Kilda 2,-37.864,144.982
SK2,2/07/2016,3735511,222021,540405,Melbourne,16.5,0.2,28,77,58,St Kilda 2,-37.864,144.982
SK2,3/07/2016,3304449,142387,533455,Melbourne,16.7,0,41,76,57,St Kilda 2,-37.864,144.982
SK2,4/07/2016,4144067,519909,700247,Melbourne,12.7,0,31,69,64,St Kilda 2,-37.864,144.982
SK2,5/07/2016,4230498,509108,701748,Melbourne,12.8,0.6,28,87,91,St Kilda 2,-37.864,144.982
SK2,6/07/2016,4427391,534868,719202,Melbourne,13,22.6,37,87,84,St Kilda 2,-37.864,144.982
SK2,7/07/2016,4480914,532916,721832,Melbourne,13.7,3.8,31,97,80,St Kilda 2,-37.864,144.982
SK2,8/07/2016,4637602,529533,727671,Melbourne,15.3,0.8,20,90,65,St Kilda 2,-37.864,144.982
SK2,9/07/2016,4050032,237824,599097,Melbourne,15.2,0.2,13,100,60,St Kilda 2,-37.864,144.982
SK2,10/07/2016,3416069,155861,540595,Melbourne,14.2,0,59,97,80,St Kilda 2,-37.864,144.982
SK2,11/07/2016,4231586,524268,711699,Melbourne,16,3.6,59,67,57,St Kilda 2,-37.864,144.982
SK2,12/07/2016,4434850,563323,721552,Melbourne,13.7,0,63,58,51,St Kilda 2,-37.864,144.982
SK2,13/07/2016,4577552,569442,726935,Melbourne,12,0.4,43,67,55,St Kilda 2,-37.864,144.982
SK2,14/07/2016,4675803,581787,738158,Melbourne,14,1,43,68,52,St Kilda 2,-37.864,144.982
SK2,15/07/2016,4784746,560783,748753,Melbourne,14.1,0,20,64,63,St Kilda 2,-37.864,144.982
SK2,16/07/2016,4162338,239042,612099,Melbourne,13.7,0,17,70,57,St Kilda 2,-37.864,144.982
SK2,17/07/2016,3754471,176281,604149,Melbourne,16.1,0,56,77,45,St Kilda 2,-37.864,144.982
SK2,18/07/2016,4321694,561045,713652,Melbourne,17.7,0,52,75,68,St Kilda 2,-37.864,144.982
SK2,19/07/2016,4536155,574035,733695,Melbourne,16,0,20,79,68,St Kilda 2,-37.864,144.982
SK2,20/07/2016,4533635,563130,716174,Melbourne,16.1,1.8,17,97,76,St Kilda 2,-37.864,144.982
SK2,21/07/2016,4561571,551329,730691,Melbourne,18.1,1.8,50,100,65,St Kilda 2,-37.864,144.982
SK2,22/07/2016,4659829,535485,737915,Melbourne,18.3,7.8,59,76,73,St Kilda 2,-37.864,144.982
SK2,23/07/2016,4079983,229917,586637,Melbourne,11.6,2.8,44,59,65,St Kilda 2,-37.864,144.982
SK2,24/07/2016,3606061,170661,560651,Melbourne,11.4,0.8,48,76,64,St Kilda 2,-37.864,144.982
SK2,25/07/2016,4265684,541196,719378,Melbourne,14.3,0,59,72,51,St Kilda 2,-37.864,144.982
SK2,26/07/2016,4491548,576135,738364,Melbourne,11,4.8,46,68,60,St Kilda 2,-37.864,144.982
SK2,27/07/2016,4602698,574972,740834,Melbourne,12.9,0.4,37,92,50,St Kilda 2,-37.864,144.982
SK2,28/07/2016,4659534,564119,743427,Melbourne,15.2,0,37,73,52,St Kilda 2,-37.864,144.982
SK2,29/07/2016,4758245,562925,736101,Melbourne,15.3,0,31,76,67,St Kilda 2,-37.864,144.982
SK2,30/07/2016,4133453,232491,586539,Melbourne,13.8,2.4,59,85,74,St Kilda 2,-37.864,144.982
SK2,31/07/2016,3730067,163039,615264,Melbourne,17,2,52,86,39,St Kilda 2,-37.864,144.982
SP2,1/07/2016,3181847,371710,567743,Melbourne,14.1,6.4,28,89,61,Springvale 2,-37.9493,145.1528
SP2,2/07/2016,2359300,128387,379517,Melbourne,16.5,0.2,28,77,58,Springvale 2,-37.9493,145.1528
SP2,3/07/2016,1905816,63323,330538,Melbourne,16.7,0,41,76,57,Springvale 2,-37.9493,145.1528
SP2,4/07/2016,2898270,369206,548340,Melbourne,12.7,0,31,69,64,Springvale 2,-37.9493,145.1528
SP2,5/07/2016,2950484,361367,553567,Melbourne,12.8,0.6,28,87,91,Springvale 2,-37.9493,145.1528
SP2,6/07/2016,3049897,381029,566795,Melbourne,13,22.6,37,87,84,Springvale 2,-37.9493,145.1528
SP2,7/07/2016,3105290,378589,571357,Melbourne,13.7,3.8,31,97,80,Springvale 2,-37.9493,145.1528
SP2,8/07/2016,3194258,364022,566131,Melbourne,15.3,0.8,20,90,65,Springvale 2,-37.9493,145.1528
SP2,9/07/2016,2431841,126177,392151,Melbourne,15.2,0.2,13,100,60,Springvale 2,-37.9493,145.1528
SP2,10/07/2016,1958270,64649,338662,Melbourne,14.2,0,59,97,80,Springvale 2,-37.9493,145.1528
SP2,11/07/2016,3063834,388494,578850,Melbourne,16,3.6,59,67,57,Springvale 2,-37.9493,145.1528
SP2,12/07/2016,3132337,414678,583474,Melbourne,13.7,0,63,58,51,Springvale 2,-37.9493,145.1528
SP2,13/07/2016,3227492,407901,599716,Melbourne,12,0.4,43,67,55,Springvale 2,-37.9493,145.1528
SP2,14/07/2016,3359115,420395,618190,Melbourne,14,1,43,68,52,Springvale 2,-37.9493,145.1528
SP2,15/07/2016,3421495,406632,609036,Melbourne,14.1,0,20,64,63,Springvale 2,-37.9493,145.1528
SP2,16/07/2016,2589751,137528,400945,Melbourne,13.7,0,17,70,57,Springvale 2,-37.9493,145.1528
SP2,17/07/2016,2103749,69282,368892,Melbourne,16.1,0,56,77,45,Springvale 2,-37.9493,145.1528
SP2,18/07/2016,3165931,407358,596041,Melbourne,17.7,0,52,75,68,Springvale 2,-37.9493,145.1528
SP2,19/07/2016,3273513,425261,607950,Melbourne,16,0,20,79,68,Springvale 2,-37.9493,145.1528
SP2,20/07/2016,3311948,422348,611383,Melbourne,16.1,1.8,17,97,76,Springvale 2,-37.9493,145.1528
SP2,21/07/2016,3335025,418484,617835,Melbourne,18.1,1.8,50,100,65,Springvale 2,-37.9493,145.1528
SP2,22/07/2016,3382738,400085,586978,Melbourne,18.3,7.8,59,76,73,Springvale 2,-37.9493,145.1528
SP2,23/07/2016,2508472,125509,385362,Melbourne,11.6,2.8,44,59,65,Springvale 2,-37.9493,145.1528
SP2,24/07/2016,2030608,67306,354490,Melbourne,11.4,0.8,48,76,64,Springvale 2,-37.9493,145.1528
SP2,25/07/2016,3096299,405767,592823,Melbourne,14.3,0,59,72,51,Springvale 2,-37.9493,145.1528
SP2,26/07/2016,3258677,427037,604998,Melbourne,11,4.8,46,68,60,Springvale 2,-37.9493,145.1528
SP2,27/07/2016,3304686,421181,615248,Melbourne,12.9,0.4,37,92,50,Springvale 2,-37.9493,145.1528
SP2,28/07/2016,3357804,425876,612817,Melbourne,15.2,0,37,73,52,Springvale 2,-37.9493,145.1528
SP2,29/07/2016,3421151,410689,590576,Melbourne,15.3,0,31,76,67,Springvale 2,-37.9493,145.1528
SP2,30/07/2016,2550469,136246,399143,Melbourne,13.8,2.4,59,85,74,Springvale 2,-37.9493,145.1528
SP2,31/07/2016,2104216,71003,364530,Melbourne,17,2,52,86,39,Springvale 2,-37.9493,145.1528
SPR,1/07/2016,5352713,573830,937492,Melbourne,14.1,6.4,28,89,61,Springvale,-37.9493,145.1528
SPR,2/07/2016,4278584,215358,688063,Melbourne,16.5,0.2,28,77,58,Springvale,-37.9493,145.1528
SPR,3/07/2016,3557781,113910,606150,Melbourne,16.7,0,41,76,57,Springvale,-37.9493,145.1528
SPR,4/07/2016,4804398,569455,887855,Melbourne,12.7,0,31,69,64,Springvale,-37.9493,145.1528
SPR,5/07/2016,4937950,561684,901528,Melbourne,12.8,0.6,28,87,91,Springvale,-37.9493,145.1528
SPR,6/07/2016,5049653,587011,908418,Melbourne,13,22.6,37,87,84,Springvale,-37.9493,145.1528
SPR,7/07/2016,5115236,572324,922142,Melbourne,13.7,3.8,31,97,80,Springvale,-37.9493,145.1528
SPR,8/07/2016,5323890,558109,925846,Melbourne,15.3,0.8,20,90,65,Springvale,-37.9493,145.1528
SPR,9/07/2016,4354261,202312,698107,Melbourne,15.2,0.2,13,100,60,Springvale,-37.9493,145.1528
SPR,10/07/2016,3563996,117542,603648,Melbourne,14.2,0,59,97,80,Springvale,-37.9493,145.1528
SPR,11/07/2016,4960852,578161,917788,Melbourne,16,3.6,59,67,57,Springvale,-37.9493,145.1528
SPR,12/07/2016,5135349,639025,922742,Melbourne,13.7,0,63,58,51,Springvale,-37.9493,145.1528
SPR,13/07/2016,5142453,625753,948945,Melbourne,12,0.4,43,67,55,Springvale,-37.9493,145.1528
SPR,14/07/2016,5384009,643134,970465,Melbourne,14,1,43,68,52,Springvale,-37.9493,145.1528
SPR,15/07/2016,5627923,618997,968682,Melbourne,14.1,0,20,64,63,Springvale,-37.9493,145.1528
SPR,16/07/2016,4568187,219243,704555,Melbourne,13.7,0,17,70,57,Springvale,-37.9493,145.1528
SPR,17/07/2016,3693564,113502,643634,Melbourne,16.1,0,56,77,45,Springvale,-37.9493,145.1528
SPR,18/07/2016,5106581,623772,940892,Melbourne,17.7,0,52,75,68,Springvale,-37.9493,145.1528
SPR,19/07/2016,5189572,640173,870714,Melbourne,16,0,20,79,68,Springvale,-37.9493,145.1528
SPR,20/07/2016,5266142,640781,948840,Melbourne,16.1,1.8,17,97,76,Springvale,-37.9493,145.1528
SPR,21/07/2016,5389050,637215,960257,Melbourne,18.1,1.8,50,100,65,Springvale,-37.9493,145.1528
SPR,22/07/2016,5576587,619725,943366,Melbourne,18.3,7.8,59,76,73,Springvale,-37.9493,145.1528
SPR,23/07/2016,4432007,211688,685357,Melbourne,11.6,2.8,44,59,65,Springvale,-37.9493,145.1528
SPR,24/07/2016,3604332,115455,605774,Melbourne,11.4,0.8,48,76,64,Springvale,-37.9493,145.1528
SPR,25/07/2016,4944391,593530,930850,Melbourne,14.3,0,59,72,51,Springvale,-37.9493,145.1528
SPR,26/07/2016,5215820,641342,942555,Melbourne,11,4.8,46,68,60,Springvale,-37.9493,145.1528
SPR,27/07/2016,5234967,636483,953804,Melbourne,12.9,0.4,37,92,50,Springvale,-37.9493,145.1528
SPR,28/07/2016,5325313,633805,957157,Melbourne,15.2,0,37,73,52,Springvale,-37.9493,145.1528
SPR,29/07/2016,5560671,608363,946209,Melbourne,15.3,0,31,76,67,Springvale,-37.9493,145.1528
SPR,30/07/2016,4453112,224980,682836,Melbourne,13.8,2.4,59,85,74,Springvale,-37.9493,145.1528
SPR,31/07/2016,3703873,122076,632153,Melbourne,17,2,52,86,39,Springvale,-37.9493,145.1528
